GO Accession	GO Name	GO Aspect	P-value (1)	P-value (2)	Protein List (1)	Protein List (2)
GO:0043436	oxoacid metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031,lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664,lcl|c236134_g1_i2|m.21741,lcl|c242894_g3_i1|m.30343	
GO:0006839	mitochondrial transport	biological_process	1E0		lcl|c225618_g2_i6|m.10783	
GO:1902578	single-organism localization	biological_process	1E0		lcl|c225394_g4_i2|m.10584,lcl|c235743_g4_i1|m.21296,lcl|c217645_g1_i1|m.5302,lcl|c210226_g1_i1|m.2139,lcl|c233001_g2_i4|m.18006,lcl|c235722_g2_i1|m.21267,lcl|c231281_g6_i3|m.16097,lcl|c225618_g2_i6|m.10783	
GO:1902580	single-organism cellular localization	biological_process	1E0		lcl|c225394_g4_i2|m.10584,lcl|c225618_g2_i6|m.10783	
GO:1902582	single-organism intracellular transport	biological_process	1E0		lcl|c217645_g1_i1|m.5302,lcl|c235722_g2_i1|m.21267,lcl|c225618_g2_i6|m.10783	
GO:0022613	ribonucleoprotein complex biogenesis	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c218820_g4_i2|m.5974	
GO:1902589	single-organism organelle organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c244145_g1_i1|m.31801	
GO:0022618	ribonucleoprotein complex assembly	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c218820_g4_i2|m.5974	
GO:0009636	response to toxic substance	biological_process	1E0		lcl|c243506_g1_i6|m.31041,lcl|c238919_g4_i6|m.25079	
GO:0051234	establishment of localization	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c217645_g1_i1|m.5302,lcl|c210226_g1_i1|m.2139,lcl|c233001_g2_i4|m.18006,lcl|c224534_g1_i4|m.9895,lcl|c235722_g2_i1|m.21267,lcl|c231281_g6_i3|m.16097,lcl|c225618_g2_i6|m.10783	
GO:1902600	hydrogen ion transmembrane transport	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0010466	negative regulation of peptidase activity	biological_process	1E0		lcl|c242001_g1_i2|m.29236	
GO:0045732	positive regulation of protein catabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115	
GO:0010467	gene expression	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c237832_g1_i6|m.23803,lcl|c218703_g1_i4|m.5907,lcl|c218481_g4_i6|m.5811,lcl|c211022_g1_i7|m.2328,lcl|c225931_g4_i1|m.11061,lcl|c218820_g4_i2|m.5974,lcl|c225618_g2_i6|m.10783,lcl|c223077_g2_i1|m.8858	
GO:0010468	regulation of gene expression	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c223077_g2_i1|m.8858	
GO:0019538	protein metabolic process	biological_process	1E0		lcl|c228038_g3_i1|m.12994,lcl|c216702_g5_i1|m.4730,lcl|c241500_g1_i1|m.28663,lcl|c224289_g1_i1|m.9705,lcl|c218703_g1_i4|m.5907,lcl|c242193_g2_i1|m.29501,lcl|c221356_g3_i2|m.7588,lcl|c211022_g1_i7|m.2328,lcl|c216377_g1_i3|m.4559,lcl|c222929_g2_i3|m.8717,lcl|c243222_g3_i1|m.30722,lcl|c218820_g4_i2|m.5974,lcl|c225618_g2_i6|m.10783,lcl|c243149_g1_i2|m.30670,lcl|c223077_g2_i1|m.8858,lcl|c228448_g3_i1|m.13331,lcl|c218119_g1_i3|m.5570,lcl|c209946_g1_i6|m.2078,lcl|c237832_g1_i6|m.23803,lcl|c223425_g3_i3|m.9106,lcl|c218481_g4_i6|m.5811,lcl|c217573_g1_i1|m.5252,lcl|c210724_g2_i1|m.2253,lcl|c223433_g6_i1|m.9115	
GO:0051246	regulation of protein metabolic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c223425_g3_i3|m.9106,lcl|c224263_g3_i3|m.9691,lcl|c223433_g6_i1|m.9115,lcl|c242001_g1_i2|m.29236,lcl|c223077_g2_i1|m.8858	
GO:0051247	positive regulation of protein metabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115,lcl|c223077_g2_i1|m.8858	
GO:0051248	negative regulation of protein metabolic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c242001_g1_i2|m.29236	
GO:1901564	organonitrogen compound metabolic process	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c218703_g1_i4|m.5907,lcl|c237215_g1_i1|m.23031,lcl|c211022_g1_i7|m.2328,lcl|c210226_g1_i1|m.2139,lcl|c218820_g4_i2|m.5974,lcl|c220936_g1_i1|m.7247,lcl|c238111_g1_i1|m.24102,lcl|c223077_g2_i1|m.8858,lcl|c237832_g1_i6|m.23803,lcl|c218481_g4_i6|m.5811,lcl|c223247_g3_i6|m.8971,lcl|c231281_g6_i3|m.16097,lcl|c229060_g1_i1|m.13927	
GO:1901565	organonitrogen compound catabolic process	biological_process	1E0		lcl|c238111_g1_i1|m.24102	
GO:1901566	organonitrogen compound biosynthetic process	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c237832_g1_i6|m.23803,lcl|c218703_g1_i4|m.5907,lcl|c218481_g4_i6|m.5811,lcl|c237215_g1_i1|m.23031,lcl|c211022_g1_i7|m.2328,lcl|c210226_g1_i1|m.2139,lcl|c218820_g4_i2|m.5974,lcl|c231281_g6_i3|m.16097,lcl|c229060_g1_i1|m.13927,lcl|c223077_g2_i1|m.8858	
GO:0016482	cytoplasmic transport	biological_process	1E0		lcl|c217645_g1_i1|m.5302,lcl|c225618_g2_i6|m.10783	
GO:0006886	intracellular protein transport	biological_process	1E0		lcl|c224534_g1_i4|m.9895,lcl|c225618_g2_i6|m.10783	
GO:0006888	ER to Golgi vesicle-mediated transport	biological_process	1E0		lcl|c217645_g1_i1|m.5302	
GO:1901575	organic substance catabolic process	biological_process	1E0		lcl|c218119_g1_i3|m.5570,lcl|c216702_g5_i1|m.4730,lcl|c223433_g6_i1|m.9115,lcl|c238111_g1_i1|m.24102,lcl|c243149_g1_i2|m.30670	
GO:1901576	organic substance biosynthetic process	biological_process	1E0		lcl|c241500_g1_i1|m.28663,lcl|c224289_g1_i1|m.9705,lcl|c218703_g1_i4|m.5907,lcl|c237215_g1_i1|m.23031,lcl|c219556_g4_i5|m.6447,lcl|c211022_g1_i7|m.2328,lcl|c210226_g1_i1|m.2139,lcl|c218820_g4_i2|m.5974,lcl|c236134_g1_i2|m.21741,lcl|c223077_g2_i1|m.8858,lcl|c237832_g1_i6|m.23803,lcl|c218481_g4_i6|m.5811,lcl|c231281_g6_i3|m.16097,lcl|c229060_g1_i1|m.13927	
GO:0070647	protein modification by small protein conjugation or removal	biological_process	1E0		lcl|c228448_g3_i1|m.13331	
GO:0010498	proteasomal protein catabolic process	biological_process	1E0		lcl|c216702_g5_i1|m.4730	
GO:0090304	nucleic acid metabolic process	biological_process	1E0		lcl|c225931_g4_i1|m.11061	
GO:0046907	intracellular transport	biological_process	1E0		lcl|c217645_g1_i1|m.5302,lcl|c224534_g1_i4|m.9895,lcl|c235722_g2_i1|m.21267,lcl|c225618_g2_i6|m.10783	
GO:0071702	organic substance transport	biological_process	1E0		lcl|c217645_g1_i1|m.5302,lcl|c224534_g1_i4|m.9895,lcl|c225618_g2_i6|m.10783	
GO:0071704	organic substance metabolic process	biological_process	1E0		lcl|c241500_g1_i1|m.28663,lcl|c224289_g1_i1|m.9705,lcl|c237215_g1_i1|m.23031,lcl|c221356_g3_i2|m.7588,lcl|c219556_g4_i5|m.6447,lcl|c211022_g1_i7|m.2328,lcl|c216377_g1_i3|m.4559,lcl|c210226_g1_i1|m.2139,lcl|c226769_g3_i1|m.11767,lcl|c225618_g2_i6|m.10783,lcl|c236134_g1_i2|m.21741,lcl|c220936_g1_i1|m.7247,lcl|c242894_g3_i1|m.30343,lcl|c223077_g2_i1|m.8858,lcl|c218119_g1_i3|m.5570,lcl|c209946_g1_i6|m.2078,lcl|c237832_g1_i6|m.23803,lcl|c223425_g3_i3|m.9106,lcl|c218481_g4_i6|m.5811,lcl|c210724_g2_i1|m.2253,lcl|c223433_g6_i1|m.9115,lcl|c225931_g4_i1|m.11061,lcl|c228038_g3_i1|m.12994,lcl|c216702_g5_i1|m.4730,lcl|c218703_g1_i4|m.5907,lcl|c242193_g2_i1|m.29501,lcl|c222929_g2_i3|m.8717,lcl|c243222_g3_i1|m.30722,lcl|c218820_g4_i2|m.5974,lcl|c238111_g1_i1|m.24102,lcl|c243149_g1_i2|m.30670,lcl|c228448_g3_i1|m.13331,lcl|c217573_g1_i1|m.5252,lcl|c223247_g3_i6|m.8971,lcl|c231281_g6_i3|m.16097,lcl|c221482_g1_i3|m.7664,lcl|c229060_g1_i1|m.13927	
GO:1901605	alpha-amino acid metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:1901607	alpha-amino acid biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0034220	ion transmembrane transport	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0006950	response to stress	biological_process	1E0		lcl|c238919_g4_i6|m.25079,lcl|c243554_g1_i5|m.31071	
GO:0006955	immune response	biological_process	1E0		lcl|c243632_g1_i1|m.31156	
GO:0051336	regulation of hydrolase activity	biological_process	1E0		lcl|c242001_g1_i2|m.29236	
GO:0010556	regulation of macromolecule biosynthetic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c223077_g2_i1|m.8858	
GO:0010557	positive regulation of macromolecule biosynthetic process	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0010558	negative regulation of macromolecule biosynthetic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803	
GO:0019627	urea metabolic process	biological_process	1E0		lcl|c238111_g1_i1|m.24102	
GO:0006979	response to oxidative stress	biological_process	1E0		lcl|c238919_g4_i6|m.25079	
GO:0034248	regulation of cellular amide metabolic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c223077_g2_i1|m.8858	
GO:0051346	negative regulation of hydrolase activity	biological_process	1E0		lcl|c242001_g1_i2|m.29236	
GO:0034249	negative regulation of cellular amide metabolic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803	
GO:0034250	positive regulation of cellular amide metabolic process	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0019637	organophosphate metabolic process	biological_process	1E0		lcl|c210226_g1_i1|m.2139,lcl|c223247_g3_i6|m.8971,lcl|c231281_g6_i3|m.16097,lcl|c220936_g1_i1|m.7247,lcl|c229060_g1_i1|m.13927	
GO:0070727	cellular macromolecule localization	biological_process	1E0		lcl|c225394_g4_i2|m.10584,lcl|c224534_g1_i4|m.9895,lcl|c225618_g2_i6|m.10783	
GO:1901657	glycosyl compound metabolic process	biological_process	1E0		lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097,lcl|c220936_g1_i1|m.7247	
GO:1901659	glycosyl compound biosynthetic process	biological_process	1E0		lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0006996	organelle organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c244145_g1_i1|m.31801,lcl|c225618_g2_i6|m.10783	
GO:1901661	quinone metabolic process	biological_process	1E0		lcl|c219556_g4_i5|m.6447	
GO:1901663	quinone biosynthetic process	biological_process	1E0		lcl|c219556_g4_i5|m.6447	
GO:0042451	purine nucleoside biosynthetic process	biological_process	1E0		lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0023052	signaling	biological_process	1E0		lcl|c244151_g1_i2|m.31813	
GO:0045861	negative regulation of proteolysis	biological_process	1E0		lcl|c242001_g1_i2|m.29236	
GO:0042455	ribonucleoside biosynthetic process	biological_process	1E0		lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0045862	positive regulation of proteolysis	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115	
GO:0007005	mitochondrion organization	biological_process	1E0		lcl|c225618_g2_i6|m.10783	
GO:0007009	plasma membrane organization	biological_process	1E0		lcl|c225394_g4_i2|m.10584	
GO:0007015	actin filament organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c244145_g1_i1|m.31801	
GO:0043603	cellular amide metabolic process	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c237832_g1_i6|m.23803,lcl|c218703_g1_i4|m.5907,lcl|c218481_g4_i6|m.5811,lcl|c237215_g1_i1|m.23031,lcl|c211022_g1_i7|m.2328,lcl|c218820_g4_i2|m.5974,lcl|c238111_g1_i1|m.24102,lcl|c223077_g2_i1|m.8858	
GO:0043604	amide biosynthetic process	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c237832_g1_i6|m.23803,lcl|c218703_g1_i4|m.5907,lcl|c218481_g4_i6|m.5811,lcl|c237215_g1_i1|m.23031,lcl|c211022_g1_i7|m.2328,lcl|c218820_g4_i2|m.5974,lcl|c223077_g2_i1|m.8858	
GO:0043605	cellular amide catabolic process	biological_process	1E0		lcl|c238111_g1_i1|m.24102	
GO:0010604	positive regulation of macromolecule metabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115,lcl|c223077_g2_i1|m.8858	
GO:0010605	negative regulation of macromolecule metabolic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c242001_g1_i2|m.29236	
GO:0002376	immune system process	biological_process	1E0		lcl|c243632_g1_i1|m.31156	
GO:0010608	posttranscriptional regulation of gene expression	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c223077_g2_i1|m.8858	
GO:0090407	organophosphate biosynthetic process	biological_process	1E0		lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097,lcl|c229060_g1_i1|m.13927	
GO:0019682	glyceraldehyde-3-phosphate metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971	
GO:2000112	regulation of cellular macromolecule biosynthetic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c223077_g2_i1|m.8858	
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803	
GO:0043623	cellular protein complex assembly	biological_process	1E0		lcl|c227202_g1_i3|m.12234	
GO:0045901	positive regulation of translational elongation	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0030011	maintenance of cell polarity	biological_process	1E0		lcl|c225394_g4_i2|m.10584	
GO:0019693	ribose phosphate metabolic process	biological_process	1E0		lcl|c210226_g1_i1|m.2139,lcl|c223247_g3_i6|m.8971,lcl|c231281_g6_i3|m.16097,lcl|c220936_g1_i1|m.7247	
GO:0045905	positive regulation of translational termination	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0043632	modification-dependent macromolecule catabolic process	biological_process	1E0		lcl|c216702_g5_i1|m.4730	
GO:0010628	positive regulation of gene expression	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0010629	negative regulation of gene expression	biological_process	1E0		lcl|c237832_g1_i6|m.23803	
GO:0071822	protein complex subunit organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c244145_g1_i1|m.31801,lcl|c227202_g1_i3|m.12234	
GO:0044699	single-organism process	biological_process	1E0		lcl|c225394_g4_i2|m.10584,lcl|c241500_g1_i1|m.28663,lcl|c235743_g4_i1|m.21296,lcl|c243506_g1_i6|m.31041,lcl|c238919_g4_i6|m.25079,lcl|c237215_g1_i1|m.23031,lcl|c219556_g4_i5|m.6447,lcl|c210226_g1_i1|m.2139,lcl|c243349_g1_i4|m.30872,lcl|c226769_g3_i1|m.11767,lcl|c225618_g2_i6|m.10783,lcl|c236134_g1_i2|m.21741,lcl|c220936_g1_i1|m.7247,lcl|c242894_g3_i1|m.30343,lcl|c234955_g3_i3|m.20445,lcl|c235722_g2_i1|m.21267,lcl|c229881_g6_i6|m.14719,lcl|c244145_g1_i1|m.31801,lcl|c233001_g2_i4|m.18006,lcl|c238111_g1_i1|m.24102,lcl|c226009_g3_i5|m.11131,lcl|c243086_g4_i2|m.30593,lcl|c221753_g3_i7|m.7844,lcl|c244151_g1_i2|m.31813,lcl|c217645_g1_i1|m.5302,lcl|c230039_g1_i2|m.14881,lcl|c223247_g3_i6|m.8971,lcl|c231281_g6_i3|m.16097,lcl|c221482_g1_i3|m.7664,lcl|c229060_g1_i1|m.13927	
GO:0044700	single organism signaling	biological_process	1E0		lcl|c244151_g1_i2|m.31813	
GO:0030029	actin filament-based process	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c244145_g1_i1|m.31801	
GO:0071826	ribonucleoprotein complex subunit organization	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c218820_g4_i2|m.5974	
GO:0010638	positive regulation of organelle organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:0010639	negative regulation of organelle organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:0005975	carbohydrate metabolic process	biological_process	1E0		lcl|c241500_g1_i1|m.28663,lcl|c223247_g3_i6|m.8971,lcl|c236134_g1_i2|m.21741	
GO:0044710	single-organism metabolic process	biological_process	1E0		lcl|c229881_g6_i6|m.14719,lcl|c241500_g1_i1|m.28663,lcl|c235743_g4_i1|m.21296,lcl|c243506_g1_i6|m.31041,lcl|c238919_g4_i6|m.25079,lcl|c237215_g1_i1|m.23031,lcl|c219556_g4_i5|m.6447,lcl|c210226_g1_i1|m.2139,lcl|c243349_g1_i4|m.30872,lcl|c226769_g3_i1|m.11767,lcl|c236134_g1_i2|m.21741,lcl|c220936_g1_i1|m.7247,lcl|c238111_g1_i1|m.24102,lcl|c242894_g3_i1|m.30343,lcl|c226009_g3_i5|m.11131,lcl|c243086_g4_i2|m.30593,lcl|c230039_g1_i2|m.14881,lcl|c223247_g3_i6|m.8971,lcl|c231281_g6_i3|m.16097,lcl|c221482_g1_i3|m.7664,lcl|c229060_g1_i1|m.13927	
GO:0044711	single-organism biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031,lcl|c219556_g4_i5|m.6447,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097,lcl|c236134_g1_i2|m.21741,lcl|c229060_g1_i1|m.13927	
GO:0044712	single-organism catabolic process	biological_process	1E0		lcl|c238111_g1_i1|m.24102	
GO:0071840	cellular component organization or biogenesis	biological_process	1E0		lcl|c225394_g4_i2|m.10584,lcl|c221753_g3_i7|m.7844,lcl|c224289_g1_i1|m.9705,lcl|c244145_g1_i1|m.31801,lcl|c227202_g1_i3|m.12234,lcl|c224534_g1_i4|m.9895,lcl|c218820_g4_i2|m.5974,lcl|c225618_g2_i6|m.10783	
GO:0019725	cellular homeostasis	biological_process	1E0		lcl|c243086_g4_i2|m.30593	
GO:0044723	single-organism carbohydrate metabolic process	biological_process	1E0		lcl|c241500_g1_i1|m.28663,lcl|c223247_g3_i6|m.8971,lcl|c236134_g1_i2|m.21741	
GO:0032259	methylation	biological_process	1E0		lcl|c205368_g1_i5|m.1453,lcl|c214652_g1_i3|m.3567	
GO:0045947	negative regulation of translational initiation	biological_process	1E0		lcl|c237832_g1_i6|m.23803	
GO:0061136	regulation of proteasomal protein catabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115	
GO:0005996	monosaccharide metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971,lcl|c236134_g1_i2|m.21741	
GO:0032268	regulation of cellular protein metabolic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115,lcl|c242001_g1_i2|m.29236,lcl|c223077_g2_i1|m.8858	
GO:0032269	negative regulation of cellular protein metabolic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c242001_g1_i2|m.29236	
GO:0019752	carboxylic acid metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031,lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664,lcl|c236134_g1_i2|m.21741,lcl|c242894_g3_i1|m.30343	
GO:0032270	positive regulation of cellular protein metabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115,lcl|c223077_g2_i1|m.8858	
GO:0006006	glucose metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971,lcl|c236134_g1_i2|m.21741	
GO:0032271	regulation of protein polymerization	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:0032272	negative regulation of protein polymerization	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:0032273	positive regulation of protein polymerization	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:0006011	UDP-glucose metabolic process	biological_process	1E0		lcl|c241500_g1_i1|m.28663	
GO:0006457	protein folding	biological_process	1E0		lcl|c241148_g1_i6|m.28240,lcl|c220638_g5_i1|m.7054,lcl|c227202_g1_i3|m.12234,lcl|c218374_g1_i3|m.5753,lcl|c243554_g1_i5|m.31071,lcl|c231068_g6_i2|m.15939	
GO:0006986	response to unfolded protein	biological_process	1E0		lcl|c243554_g1_i5|m.31071	
GO:0042026	protein refolding	biological_process	1E0		lcl|c231068_g6_i2|m.15939	
GO:0044763	single-organism cellular process	biological_process	1E0		lcl|c225394_g4_i2|m.10584,lcl|c241500_g1_i1|m.28663,lcl|c235743_g4_i1|m.21296,lcl|c244145_g1_i1|m.31801,lcl|c237215_g1_i1|m.23031,lcl|c219556_g4_i5|m.6447,lcl|c210226_g1_i1|m.2139,lcl|c233001_g2_i4|m.18006,lcl|c226769_g3_i1|m.11767,lcl|c236134_g1_i2|m.21741,lcl|c220936_g1_i1|m.7247,lcl|c238111_g1_i1|m.24102,lcl|c242894_g3_i1|m.30343,lcl|c243086_g4_i2|m.30593,lcl|c221753_g3_i7|m.7844,lcl|c234955_g3_i3|m.20445,lcl|c244151_g1_i2|m.31813,lcl|c223247_g3_i6|m.8971,lcl|c231281_g6_i3|m.16097,lcl|c221482_g1_i3|m.7664,lcl|c229060_g1_i1|m.13927	
GO:0052547	regulation of peptidase activity	biological_process	1E0		lcl|c242001_g1_i2|m.29236	
GO:0044765	single-organism transport	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c217645_g1_i1|m.5302,lcl|c210226_g1_i1|m.2139,lcl|c233001_g2_i4|m.18006,lcl|c235722_g2_i1|m.21267,lcl|c231281_g6_i3|m.16097,lcl|c225618_g2_i6|m.10783	
GO:0048193	Golgi vesicle transport	biological_process	1E0		lcl|c217645_g1_i1|m.5302,lcl|c235722_g2_i1|m.21267	
GO:0061025	membrane fusion	biological_process	1E0		lcl|c224534_g1_i4|m.9895	
GO:0033365	protein localization to organelle	biological_process	1E0		lcl|c225618_g2_i6|m.10783	
GO:0051493	regulation of cytoskeleton organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:0051494	negative regulation of cytoskeleton organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:0042592	homeostatic process	biological_process	1E0		lcl|c243086_g4_i2|m.30593	
GO:0051495	positive regulation of cytoskeleton organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:0051014	actin filament severing	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:1901800	positive regulation of proteasomal protein catabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115	
GO:0098655	cation transmembrane transport	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0007154	cell communication	biological_process	1E0		lcl|c234955_g3_i3|m.20445,lcl|c244151_g1_i2|m.31813	
GO:0030036	actin cytoskeleton organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c244145_g1_i1|m.31801	
GO:0098660	inorganic ion transmembrane transport	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0098662	inorganic cation transmembrane transport	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0007163	establishment or maintenance of cell polarity	biological_process	1E0		lcl|c225394_g4_i2|m.10584	
GO:0030832	regulation of actin filament length	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:0044802	single-organism membrane organization	biological_process	1E0		lcl|c225394_g4_i2|m.10584	
GO:0071941	nitrogen cycle metabolic process	biological_process	1E0		lcl|c238111_g1_i1|m.24102	
GO:0046034	ATP metabolic process	biological_process	1E0		lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097,lcl|c220936_g1_i1|m.7247	
GO:0007186	G-protein coupled receptor signaling pathway	biological_process	1E0		lcl|c244151_g1_i2|m.31813	
GO:0006081	cellular aldehyde metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971	
GO:0030162	regulation of proteolysis	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115,lcl|c242001_g1_i2|m.29236	
GO:0006082	organic acid metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031,lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664,lcl|c236134_g1_i2|m.21741,lcl|c242894_g3_i1|m.30343	
GO:0030163	protein catabolic process	biological_process	1E0		lcl|c218119_g1_i3|m.5570,lcl|c216702_g5_i1|m.4730,lcl|c223433_g6_i1|m.9115,lcl|c243149_g1_i2|m.30670	
GO:0006090	pyruvate metabolic process	biological_process	1E0		lcl|c236134_g1_i2|m.21741	
GO:0006091	generation of precursor metabolites and energy	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664,lcl|c220936_g1_i1|m.7247	
GO:0006094	gluconeogenesis	biological_process	1E0		lcl|c236134_g1_i2|m.21741	
GO:0006098	pentose-phosphate shunt	biological_process	1E0		lcl|c223247_g3_i6|m.8971	
GO:0006099	tricarboxylic acid cycle	biological_process	1E0		lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664	
GO:0006101	citrate metabolic process	biological_process	1E0		lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664	
GO:0008652	cellular amino acid biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0006102	isocitrate metabolic process	biological_process	1E0		lcl|c226769_g3_i1|m.11767	
GO:0031323	regulation of cellular metabolic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115,lcl|c242001_g1_i2|m.29236,lcl|c223077_g2_i1|m.8858	
GO:0031324	negative regulation of cellular metabolic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c242001_g1_i2|m.29236	
GO:0055114	oxidation-reduction process	biological_process	1E0		lcl|c243086_g4_i2|m.30593,lcl|c229881_g6_i6|m.14719,lcl|c235743_g4_i1|m.21296,lcl|c243506_g1_i6|m.31041,lcl|c238919_g4_i6|m.25079,lcl|c230039_g1_i2|m.14881,lcl|c223247_g3_i6|m.8971,lcl|c243349_g1_i4|m.30872,lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664,lcl|c220936_g1_i1|m.7247,lcl|c226009_g3_i5|m.11131	
